Item Code,Product,Variant,Unit,Unit,Rate,Product Category
.13.16.02,"Supplying, fitting and fixing steel glazed window shutter for all floors with frames as per design having 19 mm x 19 mm x 19 mm x 3 mm Z-section in frame and 19 mm x 3 mm F.I. bar for making T-section for horizontal dividers of shutters and 25 mm x 3 mm F.I. bar for middle vertical members of frame including all cost of charges for fabrication and manufacture by welding, riveting etc. Supplying all essential fittings like 2 nos stopper handle, 300 mm long 3 or 2 nos adjustable iron cleats, 6 or 4 nos 50 mm long iron pin hinges, 150 mm long 4 nos clamps including supplying, fitting, fixing 3 mm glass panes by pucca putty, for fitting and fixing frame making necessary holes in brick and R.C.C. wall or member as necessary filling with C.C. (1:2:4) and mending good the damages including all cost of carriage, electricity, workshop charges and labour for fitting, fixing etc. all complete as per drawing and design and accepted by the Engineer-in-charge. (Rate is excluding the costs of painting),  (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Without provision for fan-light by providing 02 nos adjustable 300 mm long iron cleats and 4 nos 50 mm long iron pin hinges (total wt of grill without glass panes is min 24.84 kg for 15 sft).,Per Sqm,Per Sqm,3739.52781431687,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.17,"Manufacturing, supplying fitting and fixing of fixed glazed frame for all floors with outer member of 19 mm x 19 mm x 19 mm x 3 mm Z-section and vertical and horizontal dividers of 19 mm x 19 mm x 3 mm T-section including all cost of fabrication and welding, supplying and fixing of 19 mm x 19 mm x 3 mm angle clamps of 150 mm long (with one end bifurcated) of required nos with the frame, fixing the frame in wall with (1:2:4) cement concrete in the hole for clamp after making necessary grooves, supplying and fixing of 3 mm glass panes with pucca putty, mending good all damages, painting iron face with two coats of synthetic enamel paint over a coat of anti-corrosive priming of approved colour and quality etc. cost of electricity, workshop charges, carriage etc. all complete as per drawing and accepted by the Engineer-in-charge. [Rate is excluding the cost of painting]  (Scope of work of this item is in staircase and over partition wall etc.), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Manufacturing, supplying fitting and fixing of fixed glazed frame for all floors with outer member of 19 mm x 19 mm x 19 mm x 3 mm Z-section and vertical and horizontal dividers of 19 mm x 19 mm x 3 mm T-section including all cost of fabrication and welding, supplying and fixing of 19 mm x 19 mm x 3 mm angle clamps of 150 mm long (with one end bifurcated) of required nos with the frame, fixing the frame in wall with (1:2:4) cement concrete in the hole for clamp after making necessary grooves, supplying and fixing of 3 mm glass panes with pucca putty, mending good all damages, painting iron face with two coats of synthetic enamel paint over a coat of anti-corrosive priming of approved colour and quality etc. cost of electricity, workshop charges, carriage etc. all complete as per drawing and accepted by the Engineer-in-charge. [Rate is excluding the cost of painting]  (Scope of work of this item is in staircase and over partition wall etc.), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,3267.55307790301,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.18.01,"Supplying, fitting and fixing 25 mm thick wooden double leaf fly proof wire mesh window shutter for all floors with 75 mm x 25 mm vertical and horizontal style and sash bar of 38 mm x 25 mm section provided with 24 B.W.G. G.I wire mesh netting of 20 mm mesh fitted and fixed with shutter by 12 mm x 12 mm wooden bit, brass screws, nails etc. including supply of all necessary fittings such as 2 nos 150 mm long brass tower and socket bolt of best quality 4 nos 75mm long brass hinges, heavy type 2 nos 150 mm long catch hook and 2 nos 100 mm long brass handle including fitting and fixing the same in position with frame with supply of necessary screws and nails etc. complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Kathal ,Per Sqm,Per Sqm,5525.44115291662,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.18.02,"Supplying, fitting and fixing 25 mm thick wooden double leaf fly proof wire mesh window shutter for all floors with 75 mm x 25 mm vertical and horizontal style and sash bar of 38 mm x 25 mm section provided with 24 B.W.G. G.I wire mesh netting of 20 mm mesh fitted and fixed with shutter by 12 mm x 12 mm wooden bit, brass screws, nails etc. including supply of all necessary fittings such as 2 nos 150 mm long brass tower and socket bolt of best quality 4 nos 75mm long brass hinges, heavy type 2 nos 150 mm long catch hook and 2 nos 100 mm long brass handle including fitting and fixing the same in position with frame with supply of necessary screws and nails etc. complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Teak Chambal,Per Sqm,Per Sqm,6682.73326980587,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.18.03,"Supplying, fitting and fixing 25 mm thick wooden double leaf fly proof wire mesh window shutter for all floors with 75 mm x 25 mm vertical and horizontal style and sash bar of 38 mm x 25 mm section provided with 24 B.W.G. G.I wire mesh netting of 20 mm mesh fitted and fixed with shutter by 12 mm x 12 mm wooden bit, brass screws, nails etc. including supply of all necessary fittings such as 2 nos 150 mm long brass tower and socket bolt of best quality 4 nos 75mm long brass hinges, heavy type 2 nos 150 mm long catch hook and 2 nos 100 mm long brass handle including fitting and fixing the same in position with frame with supply of necessary screws and nails etc. complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Chittagong Teak,Per Sqm,Per Sqm,7598.92286234319,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.18.04,"Supplying, fitting and fixing 25 mm thick wooden double leaf fly proof wire mesh window shutter for all floors with 75 mm x 25 mm vertical and horizontal style and sash bar of 38 mm x 25 mm section provided with 24 B.W.G. G.I wire mesh netting of 20 mm mesh fitted and fixed with shutter by 12 mm x 12 mm wooden bit, brass screws, nails etc. including supply of all necessary fittings such as 2 nos 150 mm long brass tower and socket bolt of best quality 4 nos 75mm long brass hinges, heavy type 2 nos 150 mm long catch hook and 2 nos 100 mm long brass handle including fitting and fixing the same in position with frame with supply of necessary screws and nails etc. complete and accepted by the Engineer-in-charge. (All sizes of wood are finished), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Burma Teak,Per Sqm,Per Sqm,9720.62507664015,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.19,"Supplying, fitting and fixing of well matured seasoned wooden louver shutter (Chittagong Teak) having 75.50 mm x 38 mm size all around frame and inner horizontal wooden louver blade 65 mm x 20 mm spaced @ 38 mm c/c, fixed with frame in grooves including cost of nails, handle, tower bolt, screws (brass fitting) etc. all complete as per drawing and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing of well matured seasoned wooden louver shutter (Chittagong Teak) having 75.50 mm x 38 mm size all around frame and inner horizontal wooden louver blade 65 mm x 20 mm spaced @ 38 mm c/c, fixed with frame in grooves including cost of nails, handle, tower bolt, screws (brass fitting) etc. all complete as per drawing and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,15667.3343204453,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.2,"Supplying, fitting and fixing 75 mm X 19 mm well matured seasoned Chittagong Teak wood moulding bit as per design etc. all complete approved and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing 75 mm X 19 mm well matured seasoned Chittagong Teak wood moulding bit as per design etc. all complete approved and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per rm,Per rm,1364.80297271484,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.21.01,"Supplying, fitting and fixing hydraulic door closer (big size) of approved quality including all necessary tools and accessories etc. all complete and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing 'King Brand' hydraulic door closer.",Each,Each,1837.4728351625,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.22.02,"Supplying, fitting and fixing approved quality MORTICE door lock.","Supplying, fitting and fixing approved quality MORTICE door lock.",Each,Each,1101.2566741625,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.22.03,"Supplying, fitting and fixing approved quality RIM door lock.","Supplying, fitting and fixing approved quality RIM door lock.",Each,Each,978.5539806625,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.23,"Supplying, fitting and fixing of best quality magnetic door shock absorber of approved quality including all necessary tools and accessories etc. all complete and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing of best quality magnetic door shock absorber of approved quality including all necessary tools and accessories etc. all complete and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Each,Each,438.6621292625,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.24,"Supplying, fitting and fixing best quality heavy type 19 mm dia and 300 mm long brass hasp bolt including cutting grooves in door shutter and frames, screws etc. all complete approved and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing best quality heavy type 19 mm dia and 300 mm long brass hasp bolt including cutting grooves in door shutter and frames, screws etc. all complete approved and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Each,Each,564.4323901,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.13.25,"Supplying, fitting and fixing approved best quality foreign made stainless steel/brass door viewer/eye viewer from 12 mm to 20 mm diameter with adjustable thickness suitable for fitting from 37 mm to 50 mm thick door shutter including all necessary work as per direction and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing approved best quality foreign made stainless steel/brass door viewer/eye viewer from 12 mm to 20 mm diameter with adjustable thickness suitable for fitting from 37 mm to 50 mm thick door shutter including all necessary work as per direction and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,582.837794125,Schedule Rate / DIVISION : 13 (DOOR-WINDOW SHUTTER & FLY PROOF WIRE-NET SHUTTER)
.14.01,"Supplying, fitting and fixing window grills made of 16 mm dia M.S. rod @ 100 mm c/c fitted with 3 (three) nos. horizontal M.S. flat bar (38 mm x 6 mm) including fabrication, welding, riveting, cost of electricity, workshop charges, carriage, fixing with pre-placed clamps in wall/RCC member for all floors etc. complete and accepted by the Engineer-incharge. (Total weight per sqm should be approx. 22.8 kg and add or deduct @ Tk. 97.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing window grills made of 16 mm dia M.S. rod @ 100 mm c/c fitted with 3 (three) nos. horizontal M.S. flat bar (38 mm x 6 mm) including fabrication, welding, riveting, cost of electricity, workshop charges, carriage, fixing with pre-placed clamps in wall/RCC member for all floors etc. complete and accepted by the Engineer-incharge. (Total weight per sqm should be approx. 22.8 kg and add or deduct @ Tk. 97.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,2560.94767966396,"Schedule Rate / DIVISION : 14 (WINDOW GRILL, VERANDAH GRILL & NETTING)"
.14.02,"Supplying, fitting and fixing window grills of any design made of 20 mm x 3 mm mild steel section with outer frame of 25 mm x 6 mm F.I. bar including fabricating, welding, cost of electricity, workshop charges, carriage, fixing with pre-placed clamps in walls or RCC member, all necessary tools and plants etc complete for all floors and accepted by the Engineer-in-charge. (Total weight per sqm should be approx 11.0 kg. and add or deduct @ Tk. 146.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing window grills of any design made of 20 mm x 3 mm mild steel section with outer frame of 25 mm x 6 mm F.I. bar including fabricating, welding, cost of electricity, workshop charges, carriage, fixing with pre-placed clamps in walls or RCC member, all necessary tools and plants etc complete for all floors and accepted by the Engineer-in-charge. (Total weight per sqm should be approx 11.0 kg. and add or deduct @ Tk. 146.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,1809.39368297366,"Schedule Rate / DIVISION : 14 (WINDOW GRILL, VERANDAH GRILL & NETTING)"
.14.03,"Supplying, fitting and fixing window grills of any design made with 20 mm x 5 mm F.I. bar as inner and outer section; including fabricating, welding, cost of electricity and tools and plants etc. complete for all floors accepted by the Engineer-in-charge. (Total weight per sqm should be min 12 kg. and add or deduct. @ Tk. 143.00 for  Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing window grills of any design made with 20 mm x 5 mm F.I. bar as inner and outer section; including fabricating, welding, cost of electricity and tools and plants etc. complete for all floors accepted by the Engineer-in-charge. (Total weight per sqm should be min 12 kg. and add or deduct. @ Tk. 143.00 for  Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,1940.48464901289,"Schedule Rate / DIVISION : 14 (WINDOW GRILL, VERANDAH GRILL & NETTING)"
.14.03.01,"Supplying, fitting and fixing window grills of any design made with 20 mm x 5 mm F.I. bar as inner members but no outer frame; including fabricating, welding, cost of electricity and tools and plants etc. complete for all floors accepted by the Engineer-incharge. (Total weight per sqm should be approx 10 kg. and add or deduct. @ Tk. 160.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing window grills of any design made with 20 mm x 5 mm F.I. bar as inner members but no outer frame; including fabricating, welding, cost of electricity and tools and plants etc. complete for all floors accepted by the Engineer-incharge. (Total weight per sqm should be approx 10 kg. and add or deduct. @ Tk. 160.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,1792.58727686968,"Schedule Rate / DIVISION : 14 (WINDOW GRILL, VERANDAH GRILL & NETTING)"
.14.04.01,"Supplying, fitting, fixing window grills of any design made with 25 mm x 6 mm F.I. bar as both outer and inner section; including fabrication, welding, cost of electricity workshop charges, carriage, cutting grooves, mending good the damages, tools and plants etc. complete for all floors accepted by the Engineer-in-charge. (Total weight per sqm should be approx 21 kg. and add or deduct @ Tk. 111.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting, fixing window grills of any design made with 25 mm x 6 mm F.I. bar as both outer and inner section; including fabrication, welding, cost of electricity workshop charges, carriage, cutting grooves, mending good the damages, tools and plants etc. complete for all floors accepted by the Engineer-in-charge. (Total weight per sqm should be approx 21 kg. and add or deduct @ Tk. 111.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,2552.08036728918,"Schedule Rate / DIVISION : 14 (WINDOW GRILL, VERANDAH GRILL & NETTING)"
.14.04.02,"Supplying, fitting, fixing window grills of any design made with 25 mm x 6 mm F.I. bar as inner section but no outer frame; including fabrication, welding, cost of electricity workshop charges, carriage, cutting grooves, mending good the damages, tools and plants etc. complete for all floors accepted by the Engineer-in-charge. (Total weight per sqm should be approx 18 kg. and add or deduct @ Tk. 118.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting, fixing window grills of any design made with 25 mm x 6 mm F.I. bar as inner section but no outer frame; including fabrication, welding, cost of electricity workshop charges, carriage, cutting grooves, mending good the damages, tools and plants etc. complete for all floors accepted by the Engineer-in-charge. (Total weight per sqm should be approx 18 kg. and add or deduct @ Tk. 118.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,2417.81084625048,"Schedule Rate / DIVISION : 14 (WINDOW GRILL, VERANDAH GRILL & NETTING)"
.14.04.03,"Supplying, fitting and fixing window grill made of M.S. section 25 mm x 6mm outer frame and 20 mm x 5 mm inner member as per drawing and design approved and accepted by the Engineer-in-charge. (Total weight per sqm should be min 14 kg. and add or deduct @ Tk. 130.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing window grill made of M.S. section 25 mm x 6mm outer frame and 20 mm x 5 mm inner member as per drawing and design approved and accepted by the Engineer-in-charge. (Total weight per sqm should be min 14 kg. and add or deduct @ Tk. 130.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,2069.22767948419,"Schedule Rate / DIVISION : 14 (WINDOW GRILL, VERANDAH GRILL & NETTING)"
.14.05.01,"Supplying, fitting and fixing window grill made of 10 mm x 10 mm M.S. solid bar 100mm c/c with outer frame of 38 mm x 6mm F.I. bar as per design approved and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing window grill made of 10 mm x 10 mm M.S. solid bar 100mm c/c with outer frame of 38 mm x 6mm F.I. bar as per design approved and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,2681.39119082764,"Schedule Rate / DIVISION : 14 (WINDOW GRILL, VERANDAH GRILL & NETTING)"
.14.05.02,"Supplying, fitting and fixing window grill made of 12 mm x 12 mm M.S. solid bar 100 mm c/c with outer frame of 38 mm x 6mm F.I. bar as per design approved and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing window grill made of 12 mm x 12 mm M.S. solid bar 100 mm c/c with outer frame of 38 mm x 6mm F.I. bar as per design approved and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,2788.99422627896,"Schedule Rate / DIVISION : 14 (WINDOW GRILL, VERANDAH GRILL & NETTING)"
.14.05.03,"Supply, fitting and fixing window grill made of 12 mm x 12 mm hollow M.S. box made of minimum 16 BG M.S. sheet @ 100mm c/c with outer frame of 38 mm x 6 mm F.I. bar as per drawing approved and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supply, fitting and fixing window grill made of 12 mm x 12 mm hollow M.S. box made of minimum 16 BG M.S. sheet @ 100mm c/c with outer frame of 38 mm x 6 mm F.I. bar as per drawing approved and accepted by the Engineer-in-charge, (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,2222.31157365427,"Schedule Rate / DIVISION : 14 (WINDOW GRILL, VERANDAH GRILL & NETTING)"
.14.06,"Supplying, fitting and fixing window grills made of mild steel section of 25 mm x 3 mm including fabrication, welding, cost of electricity, workshop charges, carriage, fixing with pre-placed clamps in walls or RCC member, all necessary tools and plants etc complete for all floors and accepted by the Engineer-in-charge. (Total weight per sqm should be min 8.0 kg. and add or deduct @ Tk. 220.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing window grills made of mild steel section of 25 mm x 3 mm including fabrication, welding, cost of electricity, workshop charges, carriage, fixing with pre-placed clamps in walls or RCC member, all necessary tools and plants etc complete for all floors and accepted by the Engineer-in-charge. (Total weight per sqm should be min 8.0 kg. and add or deduct @ Tk. 220.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,1941.02272380787,"Schedule Rate / DIVISION : 14 (WINDOW GRILL, VERANDAH GRILL & NETTING)"
.14.07,"Supplying, fitting and fixing veranda grill made of 10 mm dia M.S. rods provided @ 100 mm c/c in any position both ways as per design with outside frame 25 mm x 25 mm x 6 mm M.S. angle including fabricating, welding in Each point, painting 2 coats of synthetic enamel paint over a coat of anti-corrosive priming, including cost of electricity, tools and plants, workshop charges, carriage of the same including cutting groves in the R.C.C. or brick work, mending good the damages with C.C. (1:2:4) etc. complete for all floors accepted by the Engineer-in-charge. [Rate is excluding the cost of painting] (Total weight per sqm should be min 16.80 kg. and add or deduct @ Tk. 124.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing veranda grill made of 10 mm dia M.S. rods provided @ 100 mm c/c in any position both ways as per design with outside frame 25 mm x 25 mm x 6 mm M.S. angle including fabricating, welding in Each point, painting 2 coats of synthetic enamel paint over a coat of anti-corrosive priming, including cost of electricity, tools and plants, workshop charges, carriage of the same including cutting groves in the R.C.C. or brick work, mending good the damages with C.C. (1:2:4) etc. complete for all floors accepted by the Engineer-in-charge. [Rate is excluding the cost of painting] (Total weight per sqm should be min 16.80 kg. and add or deduct @ Tk. 124.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,2381.63474988245,"Schedule Rate / DIVISION : 14 (WINDOW GRILL, VERANDAH GRILL & NETTING)"
.14.08,"Supplying, fitting and fixing verandah grill made of 10 mm dia M.S. rod provided @ 75 mm c/c in any position both ways as per design with outside frame of 25 mm x 25 mm x 6 mm M.S. angle including fabricating, welding in Each point , painting 2 coats of synthetic enamel paint over a coat of anti-corrosive priming including cost of electricity, tools and plants, workshop charges, carriage of the same including cutting groves in the R.C.C. or brick work, mending good the damages with C.C. (1:2:4) etc, all complete for all floors accepted by the Engineer-in-charge. [Rate is excluding the cost of painting] (Total weight per sqm should be min 21.00 kg. and add or deduct @ Tk. 112.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing verandah grill made of 10 mm dia M.S. rod provided @ 75 mm c/c in any position both ways as per design with outside frame of 25 mm x 25 mm x 6 mm M.S. angle including fabricating, welding in Each point , painting 2 coats of synthetic enamel paint over a coat of anti-corrosive priming including cost of electricity, tools and plants, workshop charges, carriage of the same including cutting groves in the R.C.C. or brick work, mending good the damages with C.C. (1:2:4) etc, all complete for all floors accepted by the Engineer-in-charge. [Rate is excluding the cost of painting] (Total weight per sqm should be min 21.00 kg. and add or deduct @ Tk. 112.00 for Each kg/sqm excess or less respectively), (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,2721.8228861859,"Schedule Rate / DIVISION : 14 (WINDOW GRILL, VERANDAH GRILL & NETTING)"
.15.01.01,"Supplying fitting and fixing of Aluminium swing door with spandrel as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.8 mm thick wall frame size 101.60 mm. 44.45 mm. 83.21 mm). 2.33 mm thick shutter size (54 mm, 46 mm), 0.99 mm thick door glass bit (size 16.54 mm. 14.49 mm 0.115 kg/m), 2.5 mm thick clousure section (size 101.60 mm, 42.93 mm 1.2 mm), 106.60 mm clousure cover (0.45 kg/m), 4 mm thick floor bottom (size 101.60 mm. 12.70 mm 1 kg/m), 1.8 mm thick shutter bottom (size 82.6 mm, 43.99 mm, 0.60 kg/m), ",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,7089.25767358045,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.01.02,"Supplying fitting and fixing of Aluminium swing door with spandrel as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.8 mm thick wall frame size 101.60 mm. 44.45 mm. 83.21 mm). 2.33 mm thick shutter size (54 mm, 46 mm), 0.99 mm thick door glass bit (size 16.54 mm. 14.49 mm 0.115 kg/m), 2.5 mm thick clousure section (size 101.60 mm, 42.93 mm 1.2 mm), 106.60 mm clousure cover (0.45 kg/m), 4 mm thick floor bottom (size 101.60 mm. 12.70 mm 1 kg/m), 1.8 mm thick shutter bottom (size 82.6 mm, 43.99 mm, 0.60 kg/m), ",Anodized to bronze colour,Per Sqm,Per Sqm,6860.77700881789,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
. 15.01.03,"Supplying fitting and fixing of Aluminium swing door with spandrel as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.8 mm thick wall frame size 101.60 mm. 44.45 mm. 83.21 mm). 2.33 mm thick shutter size (54 mm, 46 mm), 0.99 mm thick door glass bit (size 16.54 mm. 14.49 mm 0.115 kg/m), 2.5 mm thick clousure section (size 101.60 mm, 42.93 mm 1.2 mm), 106.60 mm clousure cover (0.45 kg/m), 4 mm thick floor bottom (size 101.60 mm. 12.70 mm 1 kg/m), 1.8 mm thick shutter bottom (size 82.6 mm, 43.99 mm, 0.60 kg/m), ",Anodized to silver colour,Per Sqm,Per Sqm,6704.04066391845,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.01.04,"Supplying fitting and fixing of Aluminium swing door with spandrel as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.8 mm thick wall frame size 101.60 mm. 44.45 mm. 83.21 mm). 2.33 mm thick shutter size (54 mm, 46 mm), 0.99 mm thick door glass bit (size 16.54 mm. 14.49 mm 0.115 kg/m), 2.5 mm thick clousure section (size 101.60 mm, 42.93 mm 1.2 mm), 106.60 mm clousure cover (0.45 kg/m), 4 mm thick floor bottom (size 101.60 mm. 12.70 mm 1 kg/m), 1.8 mm thick shutter bottom (size 82.6 mm, 43.99 mm, 0.60 kg/m), ",Powder coated to any colour,Per Sqm,Per Sqm,7127.03496224097,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.02.01,"Supplying fitting and fixing of Aluminium swing door as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.8 mm thick wall frame size 101.60 mm. 44.45 mm. 83.21 mm). 2.33 mm thick shutter size (54 mm, 46 mm), 0.99 mm thick door glass bit (size 16.54 mm. 14.49 mm 0.115 kg/m), 2.5 mm thick clousure section (size 101.60 mm, 42.93 mm 1.2 mm), 106.60 mm clousure cover (0.45 kg/m), 4 mm thick floor bottom (size 101.60 mm. 12.70 mm 1 kg/m), ",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,6625.15919017315,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
